   0.9992616    0.0216743   -0.0317264   -0.8703428 ;  -0.0215544    0.9997592    0.0041151   -7.0948930 ;   0.0318080   -0.0034283    0.9994881   60.6127290 ;   0.0000000   -0.0000000    0.0000000    1.0000000 
   0.9992770    0.0247165   -0.0288899   -0.8924887 ;  -0.0247039    0.9996945    0.0007910   -7.2302797 ;   0.0289006   -0.0000767    0.9995823   61.7184394 ;   0.0000000   -0.0000000    0.0000000    1.0000000 
   0.9993007    0.0272065   -0.0256498   -0.9135090 ;  -0.0271921    0.9996298    0.0009129   -7.3633982 ;   0.0256651   -0.0002147    0.9996706   62.8712445 ;   0.0000000   -0.0000000    0.0000000    1.0000000 
   0.9994021    0.0263806   -0.0223488   -0.9277520 ;  -0.0263067    0.9996475    0.0035940   -7.5022143 ;   0.0224358   -0.0030039    0.9997438   64.0013566 ;   0.0000000   -0.0000000    0.0000000    1.0000000 
   0.9993982    0.0282956   -0.0200655   -0.9336813 ;  -0.0282146    0.9995926    0.0043085   -7.6384434 ;   0.0201793   -0.0037397    0.9997894   65.1101582 ;   0.0000000   -0.0000000    0.0000000    1.0000000 
   0.9993850    0.0300393   -0.0180880   -0.9445593 ;  -0.0300058    0.9995475    0.0021171   -7.7750900 ;   0.0181434   -0.0015731    0.9998342   66.2438005 ;  -0.0000000   -0.0000000    0.0000000    1.0000000 
   0.9994772    0.0284539   -0.0153501   -0.9397406 ;  -0.0284704    0.9995943   -0.0008572   -7.9223478 ;   0.0153195    0.0012938    0.9998818   67.4188648 ;  -0.0000000   -0.0000000    0.0000000    1.0000000 
   0.9995459    0.0266551   -0.0140505   -0.9434810 ;  -0.0266862    0.9996418   -0.0020308   -8.0594896 ;   0.0139913    0.0024048    0.9998992   68.5196316 ;  -0.0000000   -0.0000000    0.0000000    1.0000000 
   0.9995939    0.0255505   -0.0126159   -0.9529897 ;  -0.0255737    0.9996715   -0.0016844   -8.1964773 ;   0.0125687    0.0020064    0.9999190   69.6250779 ;  -0.0000000   -0.0000000    0.0000000    1.0000000 
   0.9996385    0.0241151   -0.0118894   -0.9670489 ;  -0.0241211    0.9997090   -0.0003659   -8.3372732 ;   0.0118771    0.0006526    0.9999293   70.7139818 ;  -0.0000000   -0.0000000    0.0000000    1.0000000 
   0.9996900    0.0220781   -0.0115118   -0.9741865 ;  -0.0220718    0.9997562    0.0006675   -8.4808902 ;   0.0115237   -0.0004132    0.9999335   71.8207670 ;  -0.0000000   -0.0000000    0.0000000    1.0000000 
   0.9997213    0.0204325   -0.0118268   -0.9802500 ;  -0.0204259    0.9997911    0.0006814   -8.6150708 ;   0.0118382   -0.0004396    0.9999298   72.9057657 ;  -0.0000000   -0.0000000    0.0000000    1.0000000 
   0.9997187    0.0203781   -0.0121329   -0.9845437 ;  -0.0203734    0.9997923    0.0005093   -8.7524809 ;   0.0121408   -0.0002620    0.9999263   73.9815035 ;  -0.0000000   -0.0000000    0.0000000    1.0000000 
   0.9997010    0.0210572   -0.0124337   -0.9973707 ;  -0.0210494    0.9997781    0.0007640   -8.8861901 ;   0.0124471   -0.0005021    0.9999224   75.0562803 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9996830    0.0215881   -0.0129561   -1.0052832 ;  -0.0215648    0.9997656    0.0019341   -9.0179824 ;   0.0129948   -0.0016540    0.9999142   76.1269173 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9996652    0.0219992   -0.0136237   -1.0107123 ;  -0.0219503    0.9997521    0.0037307   -9.1552845 ;   0.0137024   -0.0034304    0.9999002   77.1931468 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9996545    0.0219000   -0.0145317   -1.0202357 ;  -0.0218258    0.9997480    0.0052440   -9.2878865 ;   0.0146429   -0.0049250    0.9998807   78.2400178 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9996511    0.0213965   -0.0154845   -1.0295861 ;  -0.0213045    0.9997545    0.0060824   -9.4165015 ;   0.0156108   -0.0057503    0.9998616   79.2776024 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9996440    0.0209904   -0.0164691   -1.0371249 ;  -0.0208843    0.9997602    0.0065877   -9.5420572 ;   0.0166034   -0.0062414    0.9998427   80.3070321 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9996291    0.0209576   -0.0173918   -1.0443577 ;  -0.0208467    0.9997613    0.0065361   -9.6619640 ;   0.0175246   -0.0061711    0.9998274   81.3057321 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9996149    0.0208398   -0.0183260   -1.0543800 ;  -0.0207207    0.9997631    0.0066670   -9.7840755 ;   0.0184606   -0.0062847    0.9998098   82.2890895 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9996115    0.0200674   -0.0193438   -1.0617341 ;  -0.0199321    0.9997757    0.0071589   -9.9058726 ;   0.0194831   -0.0067706    0.9997873   83.2577424 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9995716    0.0214559   -0.0199084   -1.0732573 ;  -0.0213005    0.9997412    0.0079848  -10.0162713 ;   0.0200745   -0.0075573    0.9997699   84.1978735 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9995671    0.0212972   -0.0203010   -1.0863780 ;  -0.0210919    0.9997247    0.0102751  -10.1222592 ;   0.0205142   -0.0098425    0.9997411   85.1153353 ;  -0.0000000    0.0000000   -0.0000000    1.0000000 
   0.9995140    0.0226900   -0.0213763   -1.0961979 ;  -0.0224465    0.9996812    0.0115612  -10.2285798 ;   0.0216318   -0.0110757    0.9997047   86.0150244 ;  -0.0000000    0.0000000   -0.0000000    1.0000000 
   0.9994338    0.0255533   -0.0218907   -1.1122108 ;  -0.0253080    0.9996146    0.0114079  -10.3341878 ;   0.0221738   -0.0108474    0.9996953   86.9068339 ;  -0.0000000    0.0000000   -0.0000000    1.0000000 
   0.9993479    0.0283501   -0.0223600   -1.1287173 ;  -0.0281152    0.9995469    0.0107528  -10.4444701 ;   0.0226547   -0.0101171    0.9996922   87.8043677 ;  -0.0000000    0.0000000   -0.0000000    1.0000000 
   0.9993424    0.0289936   -0.0217738   -1.1380734 ;  -0.0287751    0.9995330    0.0102848  -10.5509314 ;   0.0220618   -0.0096515    0.9997100   88.7114411 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9991133    0.0352888   -0.0229654   -1.1573939 ;  -0.0350747    0.9993380    0.0096587  -10.6525382 ;   0.0232911   -0.0088446    0.9996896   89.5546937 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9990719    0.0365129   -0.0228517   -1.1746633 ;  -0.0363196    0.9993013    0.0088184  -10.7536892 ;   0.0231577   -0.0079802    0.9997000   90.4053337 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9989897    0.0385315   -0.0231276   -1.1908000 ;  -0.0383547    0.9992318    0.0080396  -10.8515862 ;   0.0234196   -0.0071444    0.9997002   91.2214845 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9988980    0.0406973   -0.0233761   -1.2030132 ;  -0.0405271    0.9991487    0.0077068  -10.9425323 ;   0.0236699   -0.0067509    0.9996970   92.0161008 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9986979    0.0452245   -0.0236079   -1.2267120 ;  -0.0450626    0.9989571    0.0073479  -11.0316581 ;   0.0239155   -0.0062745    0.9996943   92.7738044 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9987654    0.0434390   -0.0240982   -1.2410772 ;  -0.0432781    0.9990374    0.0071602  -11.1223026 ;   0.0243860   -0.0061085    0.9996840   93.5268523 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9989648    0.0378063   -0.0252998   -1.2462508 ;  -0.0376282    0.9992638    0.0074788  -11.2142548 ;   0.0255639   -0.0065191    0.9996519   94.2541631 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9990532    0.0339263   -0.0272353   -1.2559054 ;  -0.0337161    0.9993983    0.0081400  -11.3031753 ;   0.0274951   -0.0072140    0.9995959   94.9558689 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9990886    0.0318747   -0.0283913   -1.2689981 ;  -0.0316890    0.9994735    0.0069644  -11.3846593 ;   0.0285983   -0.0060583    0.9995726   95.6521912 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9990173    0.0333216   -0.0292247   -1.2879876 ;  -0.0332009    0.9994381    0.0046039  -11.4625124 ;   0.0293617   -0.0036291    0.9995623   96.3365102 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9989591    0.0343821   -0.0299771   -1.3072154 ;  -0.0342987    0.9994062    0.0032920  -11.5436077 ;   0.0300725   -0.0022604    0.9995452   97.0143938 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9989837    0.0315049   -0.0322350   -1.3100567 ;  -0.0314774    0.9995035    0.0013611  -11.6257885 ;   0.0322619   -0.0003451    0.9994794   97.6964552 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9990292    0.0288759   -0.0332687   -1.3216315 ;  -0.0288498    0.9995830    0.0012661  -11.7090468 ;   0.0332914   -0.0003051    0.9994456   98.4056225 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9990143    0.0280822   -0.0343784   -1.3347640 ;  -0.0280462    0.9996055    0.0015288  -11.7891338 ;   0.0344077   -0.0005631    0.9994077   99.0805135 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9989707    0.0294811   -0.0344738   -1.3525418 ;  -0.0293899    0.9995631    0.0031512  -11.8688625 ;   0.0345516   -0.0021347    0.9994006   99.7532856 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9989093    0.0313631   -0.0345925   -1.3772566 ;  -0.0312583    0.9995050    0.0035657  -11.9484212 ;   0.0346872   -0.0024805    0.9993951  100.4079184 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9988839    0.0312736   -0.0353960   -1.3949346 ;  -0.0311775    0.9995085    0.0032634  -12.0297413 ;   0.0354807   -0.0021562    0.9993680  101.0763316 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9988468    0.0314098   -0.0363106   -1.4152311 ;  -0.0313252    0.9995051    0.0028961  -12.1129909 ;   0.0363836   -0.0017553    0.9993364  101.7325165 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9988106    0.0319563   -0.0368257   -1.4370958 ;  -0.0318787    0.9994881    0.0026917  -12.1918820 ;   0.0368928   -0.0015146    0.9993181  102.3918022 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9987546    0.0325004   -0.0378549   -1.4557809 ;  -0.0323974    0.9994695    0.0033316  -12.2702636 ;   0.0379431   -0.0021010    0.9992777  103.0507260 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9987177    0.0320164   -0.0392156   -1.4728665 ;  -0.0318718    0.9994827    0.0043089  -12.3486749 ;   0.0393332   -0.0030535    0.9992215  103.6996827 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9987230    0.0302594   -0.0404569   -1.4933012 ;  -0.0300636    0.9995332    0.0054382  -12.4269759 ;   0.0406025   -0.0042150    0.9991665  104.3439315 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9987272    0.0287639   -0.0414314   -1.5125730 ;  -0.0285233    0.9995727    0.0063868  -12.5068252 ;   0.0415974   -0.0051969    0.9991209  104.9922131 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9987223    0.0281282   -0.0419821   -1.5347279 ;  -0.0278673    0.9995886    0.0067854  -12.5901835 ;   0.0421557   -0.0056068    0.9990953  105.6357485 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9986851    0.0288421   -0.0423822   -1.5581119 ;  -0.0285729    0.9995676    0.0069435  -12.6674308 ;   0.0425642   -0.0057234    0.9990773  106.2875970 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9986098    0.0305660   -0.0429445   -1.5820520 ;  -0.0302818    0.9995151    0.0072528  -12.7431273 ;   0.0431453   -0.0059423    0.9990511  106.9343971 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9985335    0.0323997   -0.0433723   -1.6131727 ;  -0.0320951    0.9994551    0.0077015  -12.8167420 ;   0.0435982   -0.0062982    0.9990293  107.5719835 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9984916    0.0328307   -0.0440087   -1.6376778 ;  -0.0324924    0.9994368    0.0083804  -12.8911709 ;   0.0442591   -0.0069378    0.9989960  108.2122480 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9984473    0.0329527   -0.0449120   -1.6615877 ;  -0.0325840    0.9994292    0.0089160  -12.9696298 ;   0.0451802   -0.0074387    0.9989512  108.8513570 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9984120    0.0328882   -0.0457364   -1.6890426 ;  -0.0325008    0.9994295    0.0091891  -13.0477828 ;   0.0460126   -0.0076880    0.9989113  109.4860728 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9984051    0.0326196   -0.0460790   -1.7171555 ;  -0.0322661    0.9994441    0.0083942  -13.1207589 ;   0.0463272   -0.0068940    0.9989025  110.1176605 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9983570    0.0332919   -0.0466356   -1.7437346 ;  -0.0329898    0.9994295    0.0072326  -13.1926681 ;   0.0468498   -0.0056822    0.9988858  110.7518346 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9983165    0.0339191   -0.0470500   -1.7733484 ;  -0.0336629    0.9994138    0.0062272  -13.2679804 ;   0.0472337   -0.0046329    0.9988731  111.3856960 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9982960    0.0341065   -0.0473485   -1.8003265 ;  -0.0338947    0.9994115    0.0052681  -13.3436106 ;   0.0475003   -0.0036543    0.9988645  112.0220971 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9982655    0.0349662   -0.0473641   -1.8246992 ;  -0.0347934    0.9993845    0.0044676  -13.4198915 ;   0.0474912   -0.0028119    0.9988677  112.6563695 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9982490    0.0354885   -0.0473229   -1.8493251 ;  -0.0353480    0.9993678    0.0038041  -13.4980648 ;   0.0474280   -0.0021247    0.9988724  113.2907725 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9982568    0.0349930   -0.0475268   -1.8736579 ;  -0.0348669    0.9993859    0.0034803  -13.5735779 ;   0.0476194   -0.0018171    0.9988639  113.9301767 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9982204    0.0357782   -0.0477063   -1.8980729 ;  -0.0356648    0.9993586    0.0032259  -13.6484131 ;   0.0477911   -0.0015187    0.9988562  114.5705972 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9981849    0.0369182   -0.0475819   -1.9259146 ;  -0.0368251    0.9993177    0.0028334  -13.7246003 ;   0.0476541   -0.0010761    0.9988633  115.2124581 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9981747    0.0373455   -0.0474615   -1.9549664 ;  -0.0372734    0.9993022    0.0024027  -13.8004534 ;   0.0475182   -0.0006292    0.9988702  115.8484306 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9981490    0.0379104   -0.0475550   -1.9821426 ;  -0.0378464    0.9992810    0.0022452  -13.8777751 ;   0.0476059   -0.0004413    0.9988661  116.4862246 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9980969    0.0393661   -0.0474652   -2.0104991 ;  -0.0393098    0.9992248    0.0021183  -13.9538899 ;   0.0475118   -0.0002484    0.9988706  117.1273008 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
   0.9980394    0.0411023   -0.0472007   -2.0402831 ;  -0.0410521    0.9991549    0.0020322  -14.0316486 ;   0.0472444   -0.0000906    0.9988834  117.7651933 ;  -0.0000000   -0.0000000   -0.0000000    1.0000000 
